Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_Limit,Junction_Detail,Junction_Control,Pedestrian_Crossing_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Road_Hazards,Vehicle_Reference.x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Pedestrian_Location,Car_Passenger,Bus_or_Coach_Passenger,Vehicle_Reference.y,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_in_Restricted_Lane,Skidding_and_Overturning,Hit_Object_on_Road,Vehicle_veer_off_Road,Hit_Object_off_Road,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Engine_Capacity_CC,Engine_Type,Age_of_Vehicle
200501EO40476,Serious,2,3,18/5/2005,Wednesday,18:57,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,29,Slight,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,F,29,NA,NA,NA
200501EO40476,Serious,2,3,18/5/2005,Wednesday,18:57,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,29,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40476,Serious,2,3,18/5/2005,Wednesday,18:57,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,24,Slight,Not pedestrian,Front seat,None,1,Car,U-turn,N,No,N,N,N,Unknown,F,29,NA,NA,NA
200501EO40476,Serious,2,3,18/5/2005,Wednesday,18:57,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,24,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40476,Serious,2,3,18/5/2005,Wednesday,18:57,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,3,Driver,M,35,Serious,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,F,29,NA,NA,NA
200501EO40476,Serious,2,3,18/5/2005,Wednesday,18:57,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,3,Driver,M,35,Serious,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40477,Serious,1,1,10/6/2005,Friday,1:16,Dual motorway ,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,M,30,Serious,Crossing within 50m of facility,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,21,1235,Petrol,14
200501EO40478,Slight,1,1,24/1/2005,Monday,9:55,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,38,Slight,Elsewhere,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40479,Slight,1,1,9/3/2005,Wednesday,15:52,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Wet,None,None,1,1,Pedestrian,F,14,Slight,Elsewhere,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Job,M,20,1298,Petrol,1
200501EO40480,Slight,2,1,23/3/2005,Wednesday,23:59,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Lights lit,Fine,Dry,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,37,599,Petrol,7
200501EO40480,Slight,2,1,23/3/2005,Wednesday,23:59,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Lights lit,Fine,Dry,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,2,Motorcycle,Waiting to/Turning right,N,No,N,N,N,Unknown,F,19,NA,NA,NA
200501EO40481,Slight,2,1,9/6/2005,Thursday,7:41,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,30,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,36,1493,Petrol,11
200501EO40481,Slight,2,1,9/6/2005,Thursday,7:41,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,30,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,30,NA,NA,NA
200501EO40482,Slight,2,1,30/5/2005,Monday,6:30,Single motorway,30,T-junction,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,37,1783,Petrol,8
200501EO40482,Slight,2,1,30/5/2005,Monday,6:30,Single motorway,30,T-junction,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40483,Slight,1,1,9/5/2005,Monday,18:09,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Moving off,N,No,N,N,N,Unknown,M,42,7300,Heavy oil,4
200501EO40487,Slight,2,1,13/6/2005,Monday,16:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Passenger,F,52,Slight,Not pedestrian,Front seat,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40487,Slight,2,1,13/6/2005,Monday,16:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Passenger,F,52,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40488,Slight,2,1,28/5/2005,Saturday,19:00,Single motorway,30,Not at junction,NA,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,43,2000,Petrol,6
200501EO40488,Slight,2,1,28/5/2005,Saturday,19:00,Single motorway,30,Not at junction,NA,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,43,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,-1,1896,Heavy oil,3
200501EO40489,Slight,1,1,8/6/2005,Wednesday,11:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,24,Slight,Not pedestrian,None,Alighting,1,Bus/Coach,Halting,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40491,Slight,2,1,24/5/2005,Tuesday,12:30,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,57,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,27,7300,Heavy oil,2
200501EO40491,Slight,2,1,24/5/2005,Tuesday,12:30,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,57,Slight,Not pedestrian,None,Seated,2,Goods Van,Overtaking,N,No,N,N,N,Unknown,M,54,1753,Heavy oil,5
200501EO40492,Slight,2,1,5/6/2005,Sunday,22:10,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Lights lit,Fine,Dry,None,None,1,1,Driver,M,30,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,30,1799,Petrol,6
200501EO40492,Slight,2,1,5/6/2005,Sunday,22:10,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Lights lit,Fine,Dry,None,None,1,1,Driver,M,30,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40494,Slight,1,1,1/6/2005,Wednesday,23:20,Single motorway,30,Mini-roundabout,Give-way sign,Crossing with island,Lights lit,Fine,Wet,None,None,1,1,Pedestrian,M,24,Slight,Elsewhere,None,None,1,Taxi/Grab,Waiting to/Turning right,N,No,N,N,N,Unknown,M,44,2402,Heavy oil,3
200501EO40495,Slight,1,1,25/5/2005,Wednesday,12:51,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,60,Slight,Crossing within 50m of facility,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,26,1396,Petrol,10
200501EO40496,Slight,2,1,3/6/2005,Friday,15:15,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,54,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Halting,N,No,N,N,N,Job,M,36,NA,Heavy oil,7
200501EO40496,Slight,2,1,3/6/2005,Friday,15:15,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,54,Slight,Not pedestrian,None,Standing,2,Goods Van,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501EO40497,Slight,1,1,6/6/2005,Monday,20:35,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Passenger,F,-1,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Halting,N,No,N,N,N,Job,M,30,4250,Heavy oil,7
200501EO40498,Slight,1,1,8/6/2005,Wednesday,18:55,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,56,Slight,Elsewhere,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,62,1990,Petrol,9
200501EO40499,Slight,2,1,9/6/2005,Thursday,9:42,Single motorway,30,More than 4 sections,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,42,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,29,NA,NA,NA
200501EO40499,Slight,2,1,9/6/2005,Thursday,9:42,Single motorway,30,More than 4 sections,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,42,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,42,NA,NA,NA
200501EO40500,Slight,2,1,22/4/2005,Friday,9:23,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,26,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,40,1985,Petrol,6
200501EO40500,Slight,2,1,22/4/2005,Friday,9:23,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,26,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,26,NA,NA,NA
200501EO40501,Slight,2,1,3/6/2005,Friday,12:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,31,NA,NA,NA
200501EO40501,Slight,2,1,3/6/2005,Friday,12:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1595,Petrol,1
200501EO40502,Slight,1,1,28/5/2005,Saturday,21:10,One way street,30,Not at junction,NA,Zebra crossing,Lights lit,Fine,Dry,None,None,1,1,Passenger,F,30,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Halting,N,No,N,N,N,Unknown,M,48,8268,Heavy oil,2
200501EO40503,Slight,2,1,6/6/2005,Monday,18:35,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,31,781,Petrol,5
200501EO40503,Slight,2,1,6/6/2005,Monday,18:35,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,43,1896,Heavy oil,NA
200501EO40504,Serious,2,1,9/6/2005,Thursday,11:14,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,F,58,Serious,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,58,NA,NA,NA
200501EO40504,Serious,2,1,9/6/2005,Thursday,11:14,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,F,58,Serious,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,29,NA,NA,NA
200501EO40505,Slight,2,1,2/6/2005,Thursday,17:30,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,50,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,50,NA,NA,NA
200501EO40505,Slight,2,1,2/6/2005,Thursday,17:30,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,50,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,23,1299,Petrol,1
200501EO40506,Slight,2,1,29/5/2005,Sunday,12:00,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,48,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,48,NA,NA,NA
200501EO40506,Slight,2,1,29/5/2005,Sunday,12:00,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,48,Slight,Not pedestrian,None,None,2,Car,Overtaking,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40507,Slight,1,1,6/6/2005,Monday,21:55,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,F,27,Slight,Elsewhere,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501EO40508,Slight,2,1,29/5/2005,Sunday,19:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,51,Slight,Not pedestrian,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,51,7300,Heavy oil,2
200501EO40508,Slight,2,1,29/5/2005,Sunday,19:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,51,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40509,Slight,1,1,2/5/2005,Monday,8:03,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Wet,None,None,1,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,Y,N,N,Unknown,M,-1,1762,Petrol,8
200501EO40510,Slight,2,1,28/5/2005,Saturday,6:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,59,Slight,Not pedestrian,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,59,NA,NA,NA
200501EO40510,Slight,2,1,28/5/2005,Saturday,6:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,59,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1396,Petrol,3
200501EO40511,Slight,2,1,1/6/2005,Wednesday,9:05,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,40,Slight,Not pedestrian,None,None,1,Goods Van,Waiting to/Turning left,N,No,N,N,N,Unknown,M,36,2463,Heavy oil,1
200501EO40511,Slight,2,1,1/6/2005,Wednesday,9:05,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,40,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,40,NA,NA,NA
200501EO40513,Slight,1,1,9/6/2005,Thursday,14:21,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,21,Slight,Elsewhere,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,34,2664,Heavy oil,7
200501EO40514,Slight,2,1,30/5/2005,Monday,10:10,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,41,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,41,1598,Petrol,5
200501EO40514,Slight,2,1,30/5/2005,Monday,10:10,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,F,41,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,22,125,Petrol,5
200501EO40515,Slight,2,1,10/5/2005,Tuesday,12:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,58,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,55,NA,NA,NA
200501EO40515,Slight,2,1,10/5/2005,Tuesday,12:45,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,58,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,58,1587,Petrol,1
200501EO40516,Serious,2,1,4/5/2005,Wednesday,10:10,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Wet,None,None,2,1,Driver,M,26,Serious,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,M,30,1850,Petrol,5
200501EO40516,Serious,2,1,4/5/2005,Wednesday,10:10,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Wet,None,None,2,1,Driver,M,26,Serious,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,26,599,Petrol,6
200501EO40517,Slight,3,2,8/6/2005,Wednesday,8:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,39,Slight,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,M,23,1398,Heavy oil,3
200501EO40517,Slight,3,2,8/6/2005,Wednesday,8:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,39,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501EO40517,Slight,3,2,8/6/2005,Wednesday,8:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,39,Slight,Not pedestrian,None,None,3,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501EO40517,Slight,3,2,8/6/2005,Wednesday,8:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Driver,M,39,Slight,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,M,23,1398,Heavy oil,3
200501EO40517,Slight,3,2,8/6/2005,Wednesday,8:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Driver,M,39,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501EO40517,Slight,3,2,8/6/2005,Wednesday,8:08,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,3,2,Driver,M,39,Slight,Not pedestrian,None,None,3,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,39,NA,NA,NA
200501EO40518,Slight,2,1,4/5/2005,Wednesday,15:37,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,26,399,Petrol,21
200501EO40518,Slight,2,1,4/5/2005,Wednesday,15:37,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,F,27,1596,Petrol,9
200501EO40519,Slight,2,1,14/6/2005,Tuesday,11:55,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501EO40519,Slight,2,1,14/6/2005,Tuesday,11:55,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40521,Slight,2,1,6/6/2005,Monday,14:50,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,31,1396,Petrol,8
200501EO40521,Slight,2,1,6/6/2005,Monday,14:50,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,31,Slight,Not pedestrian,None,None,2,Car,Overtaking,N,No,N,N,N,Unknown,M,-1,1896,Heavy oil,1
200501EO40522,Slight,2,2,19/6/2005,Sunday,17:28,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,45,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,45,1796,Petrol,4
200501EO40522,Slight,2,2,19/6/2005,Sunday,17:28,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,45,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40522,Slight,2,2,19/6/2005,Sunday,17:28,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,-1,Slight,Not pedestrian,Front seat,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,45,1796,Petrol,4
200501EO40522,Slight,2,2,19/6/2005,Sunday,17:28,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,2,Passenger,F,-1,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40523,Slight,2,1,14/6/2005,Tuesday,6:15,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,27,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,27,NA,NA,NA
200501EO40523,Slight,2,1,14/6/2005,Tuesday,6:15,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,27,Slight,Not pedestrian,None,None,2,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,-1,2664,Heavy oil,6
200501EO40524,Slight,2,1,25/5/2005,Wednesday,18:55,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Motorcycle,Waiting to/Turning left,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501EO40524,Slight,2,1,25/5/2005,Wednesday,18:55,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,34,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,-1,1242,Petrol,3
200501EO40526,Slight,2,1,2/6/2005,Thursday,21:48,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,F,40,Slight,Sidewalk,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,41,2995,Petrol,NA
200501EO40526,Slight,2,1,2/6/2005,Thursday,21:48,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,F,40,Slight,Sidewalk,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,75,NA,NA,NA
200501EO40528,Slight,1,1,19/5/2005,Thursday,7:40,Roundabout,30,Roundabout,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Passenger,F,67,Slight,Not pedestrian,None,Standing,1,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,32,8268,Heavy oil,2
200501EO40529,Slight,1,1,28/5/2005,Saturday,16:55,Roundabout,30,Roundabout,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,41,Slight,Crossing within 50m of facility,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,38,NA,NA,NA
200501EO40530,Slight,1,1,17/5/2005,Tuesday,17:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,10,Slight,Elsewhere,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,54,2316,Petrol,10
200501EO40531,Slight,2,1,3/6/2005,Friday,17:40,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Rain,Wet,None,None,2,1,Driver,M,14,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,40,2902,Heavy oil,1
200501EO40531,Slight,2,1,3/6/2005,Friday,17:40,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Rain,Wet,None,None,2,1,Driver,M,14,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,14,NA,NA,NA
200501EO40532,Slight,1,2,1/6/2005,Wednesday,13:25,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Rain,Wet,None,None,1,1,Driver,M,55,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,55,1998,Petrol,3
200501EO40532,Slight,1,2,1/6/2005,Wednesday,13:25,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Rain,Wet,None,None,1,2,Pedestrian,F,34,Slight,On island,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,55,1998,Petrol,3
200501EO40533,Slight,1,1,23/4/2005,Saturday,11:25,Single motorway,30,Not at junction,NA,Traffic light,Daylight,Rain,Wet,None,None,1,1,Pedestrian,M,80,Slight,Crossing within 50m of facility,None,None,1,Car,Going ahead,N,Skid,N,N,N,Unknown,M,32,1370,Petrol,8
200501EO40534,Slight,2,1,7/6/2005,Tuesday,21:30,One way street,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,41,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,41,NA,NA,NA
