Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_Limit,Junction_Detail,Junction_Control,Pedestrian_Crossing_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Road_Hazards,Vehicle_Reference.x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Pedestrian_Location,Car_Passenger,Bus_or_Coach_Passenger,Vehicle_Reference.y,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_in_Restricted_Lane,Skidding_and_Overturning,Hit_Object_on_Road,Vehicle_veer_off_Road,Hit_Object_off_Road,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Engine_Capacity_CC,Engine_Type,Age_of_Vehicle
200501EO40534,Slight,2,1,7/6/2005,Tuesday,21:30,One way street,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,41,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,1043,Petrol,9
200501EO40535,Slight,2,1,2/6/2005,Thursday,18:46,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,40,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,36,645,Petrol,4
200501EO40535,Slight,2,1,2/6/2005,Thursday,18:46,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,40,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,40,NA,NA,NA
200501EO40536,Slight,1,1,1/6/2005,Wednesday,18:40,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Rain,Wet,None,None,1,1,Pedestrian,M,20,Slight,Crossing on facility,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,32,NA,NA,NA
200501EO40537,Slight,2,1,9/6/2005,Thursday,14:30,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,28,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,41,1800,Petrol,5
200501EO40537,Slight,2,1,9/6/2005,Thursday,14:30,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,28,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,28,499,Petrol,2
200501EO40538,Slight,2,3,15/3/2005,Tuesday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,57,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,57,1598,Petrol,4
200501EO40538,Slight,2,3,15/3/2005,Tuesday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,57,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,20,1598,Petrol,6
200501EO40538,Slight,2,3,15/3/2005,Tuesday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,2,Driver,M,20,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,57,1598,Petrol,4
200501EO40538,Slight,2,3,15/3/2005,Tuesday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,2,Driver,M,20,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,20,1598,Petrol,6
200501EO40538,Slight,2,3,15/3/2005,Tuesday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,3,Passenger,F,-1,Slight,Not pedestrian,Front seat,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,57,1598,Petrol,4
200501EO40538,Slight,2,3,15/3/2005,Tuesday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,2,3,Passenger,F,-1,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,20,1598,Petrol,6
200501EO40540,Slight,2,1,7/6/2005,Tuesday,16:10,One way street,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,37,NA,NA,NA
200501EO40540,Slight,2,1,7/6/2005,Tuesday,16:10,One way street,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,37,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1396,Petrol,10
200501EO40541,Slight,1,1,21/6/2005,Tuesday,17:57,Single motorway,30,Slip road,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,1,Slight,Not pedestrian,Front seat,None,1,Car,Going ahead,N,No,Y,Y,Y,Unknown,F,34,NA,NA,NA
200501EO40542,Slight,2,1,17/5/2005,Tuesday,8:05,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,42,1998,Petrol,11
200501EO40542,Slight,2,1,17/5/2005,Tuesday,8:05,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,36,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,36,NA,NA,NA
200501EO40543,Slight,2,1,21/5/2005,Saturday,13:35,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40543,Slight,2,1,21/5/2005,Saturday,13:35,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,32,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,32,125,Petrol,3
200501EO40544,Slight,2,1,4/5/2005,Wednesday,1:15,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,F,39,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,30,1527,Heavy oil,9
200501EO40544,Slight,2,1,4/5/2005,Wednesday,1:15,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,F,39,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,39,1388,Petrol,3
200501EO40545,Slight,2,1,18/5/2005,Wednesday,17:51,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,16,Slight,Not pedestrian,None,None,1,Car,U-turn,N,No,N,N,N,Unknown,M,40,1599,Petrol,6
200501EO40545,Slight,2,1,18/5/2005,Wednesday,17:51,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,16,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,16,49,Petrol,1
200501EO40546,Slight,3,1,13/5/2005,Friday,19:54,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,3,1,Passenger,F,32,Slight,Not pedestrian,Front seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,30,1781,Petrol,2
200501EO40546,Slight,3,1,13/5/2005,Friday,19:54,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,3,1,Passenger,F,32,Slight,Not pedestrian,Front seat,None,2,Car,Waiting,N,No,N,N,N,Unknown,M,57,NA,NA,NA
200501EO40546,Slight,3,1,13/5/2005,Friday,19:54,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,3,1,Passenger,F,32,Slight,Not pedestrian,Front seat,None,3,Car,Waiting,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40547,Slight,2,1,23/5/2005,Monday,15:25,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,35,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,35,124,Petrol,3
200501EO40547,Slight,2,1,23/5/2005,Monday,15:25,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,35,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,51,1796,Petrol,2
200501EO40548,Slight,2,1,27/6/2005,Monday,9:13,Single motorway,30,Not at junction,NA,Traffic light,Daylight,Fine,Dry,Roadworks,None,2,1,Driver,M,33,Slight,Not pedestrian,None,None,1,Bus/Coach,Changing lane,N,No,N,N,N,Job,M,59,NA,Heavy oil,6
200501EO40548,Slight,2,1,27/6/2005,Monday,9:13,Single motorway,30,Not at junction,NA,Traffic light,Daylight,Fine,Dry,Roadworks,None,2,1,Driver,M,33,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,33,NA,NA,NA
200501EO40549,Slight,2,1,18/5/2005,Wednesday,10:15,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,F,46,Slight,Not pedestrian,None,None,1,Bicycle,Waiting to/Turning right,N,No,N,N,N,Unknown,F,46,NA,NA,NA
200501EO40549,Slight,2,1,18/5/2005,Wednesday,10:15,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,F,46,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,31,1596,Petrol,10
200501EO40550,Slight,2,1,8/5/2005,Sunday,16:56,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,41,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,41,748,Petrol,10
200501EO40550,Slight,2,1,8/5/2005,Sunday,16:56,One way street,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,41,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,34,1360,Petrol,4
200501EO40551,Slight,2,1,23/5/2005,Monday,15:30,One way street,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,F,23,Slight,Not pedestrian,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,38,NA,Heavy oil,4
200501EO40551,Slight,2,1,23/5/2005,Monday,15:30,One way street,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,F,23,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,F,23,NA,NA,NA
200501EO40553,Slight,1,1,21/6/2005,Tuesday,21:15,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1997,Heavy oil,NA
200501EO40554,Slight,2,1,29/5/2005,Sunday,0:30,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,25,599,Petrol,3
200501EO40554,Slight,2,1,29/5/2005,Sunday,0:30,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,25,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,50,NA,NA,NA
200501EO40555,Slight,1,1,16/6/2005,Thursday,17:03,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,30,Slight,Sidewalk,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,2495,Heavy oil,10
200501EO40556,Slight,1,1,15/6/2005,Wednesday,16:00,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,24,Slight,Not pedestrian,None,Alighting,1,Bus/Coach,Halting,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40557,Slight,3,1,18/5/2005,Wednesday,16:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,3,1,Driver,M,49,Slight,Not pedestrian,None,None,1,Car,Halting,N,No,N,N,N,Unknown,M,-1,1596,Petrol,5
200501EO40557,Slight,3,1,18/5/2005,Wednesday,16:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,3,1,Driver,M,49,Slight,Not pedestrian,None,None,2,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,-1,1753,Heavy oil,1
200501EO40557,Slight,3,1,18/5/2005,Wednesday,16:45,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,3,1,Driver,M,49,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,49,NA,NA,NA
200501EO40558,Slight,3,1,19/5/2005,Thursday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Passenger,F,23,Slight,Not pedestrian,Front seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,45,NA,NA,NA
200501EO40558,Slight,3,1,19/5/2005,Thursday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Passenger,F,23,Slight,Not pedestrian,Front seat,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,30,1994,Heavy oil,5
200501EO40558,Slight,3,1,19/5/2005,Thursday,8:20,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Passenger,F,23,Slight,Not pedestrian,Front seat,None,3,Car,Halting,N,No,N,N,N,Unknown,M,-1,1870,Heavy oil,1
200501EO40559,Serious,2,1,22/6/2005,Wednesday,15:55,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,37,Serious,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,37,NA,NA,NA
200501EO40559,Serious,2,1,22/6/2005,Wednesday,15:55,One way street,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,37,Serious,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1905,Heavy oil,10
200501EO40560,Slight,1,1,31/5/2005,Tuesday,17:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,Oil,None,1,1,Driver,M,45,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,45,124,Petrol,7
200501EO40561,Slight,1,1,21/6/2005,Tuesday,8:44,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,31,Slight,Crossing on facility,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,56,2664,Heavy oil,6
200501EO40563,Slight,2,2,20/5/2005,Friday,15:40,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,50,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,50,1997,Heavy oil,2
200501EO40563,Slight,2,2,20/5/2005,Friday,15:40,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,50,Slight,Not pedestrian,None,None,2,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,38,NA,Heavy oil,6
200501EO40563,Slight,2,2,20/5/2005,Friday,15:40,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,2,Passenger,M,26,Slight,Not pedestrian,Rear seat,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,50,1997,Heavy oil,2
200501EO40563,Slight,2,2,20/5/2005,Friday,15:40,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,2,Passenger,M,26,Slight,Not pedestrian,Rear seat,None,2,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,38,NA,Heavy oil,6
200501EO40564,Slight,2,1,21/5/2005,Saturday,11:15,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,58,1390,Petrol,8
200501EO40564,Slight,2,1,21/5/2005,Saturday,11:15,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,Skid,N,N,N,Unknown,M,29,NA,NA,NA
200501EO40565,Slight,3,1,25/6/2005,Saturday,16:15,Single motorway,30,Not at junction,NA,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40565,Slight,3,1,25/6/2005,Saturday,16:15,Single motorway,30,Not at junction,NA,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,2,Car,Waiting,N,No,N,N,N,Unknown,F,-1,2967,Petrol,4
200501EO40565,Slight,3,1,25/6/2005,Saturday,16:15,Single motorway,30,Not at junction,NA,Zebra crossing,Daylight,Fine,Dry,None,None,2,1,Passenger,M,-1,Slight,Not pedestrian,Front seat,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,1998,Petrol,8
200501EO40566,Slight,2,1,21/6/2005,Tuesday,18:00,Single motorway,30,Private entrance,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Taxi/Grab,Waiting to/Turning right,N,No,N,N,N,Job,M,42,2664,Heavy oil,7
200501EO40566,Slight,2,1,21/6/2005,Tuesday,18:00,Single motorway,30,Private entrance,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40568,Slight,2,1,1/6/2005,Wednesday,20:48,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,22,1242,Petrol,9
200501EO40568,Slight,2,1,1/6/2005,Wednesday,20:48,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,2,Motorcycle,Waiting to/Turning right,Y,No,N,N,N,Unknown,M,34,49,Petrol,2
200501EO40569,Slight,2,1,20/6/2005,Monday,7:25,Single motorway,30,T-junction,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,46,Slight,Not pedestrian,None,None,1,Goods Van,Waiting to/Turning right,N,No,N,N,N,Unknown,M,46,1896,Heavy oil,NA
200501EO40569,Slight,2,1,20/6/2005,Monday,7:25,Single motorway,30,T-junction,Give-way sign,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,46,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,Y,No,N,N,N,Unknown,F,49,2435,Petrol,11
200501EO40570,Slight,2,1,24/6/2005,Friday,7:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,36,1896,Heavy oil,10
200501EO40570,Slight,2,1,24/6/2005,Friday,7:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,2,Bicycle,Waiting to/Turning right,N,No,N,N,N,Unknown,M,26,NA,NA,NA
200501EO40571,Slight,2,1,28/5/2005,Saturday,2:00,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Passenger,F,27,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,24,2495,Heavy oil,12
200501EO40571,Slight,2,1,28/5/2005,Saturday,2:00,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,2,1,Passenger,F,27,Slight,Not pedestrian,None,None,2,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40572,Slight,1,1,24/6/2005,Friday,22:00,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Wet,None,None,1,1,Pedestrian,M,17,Slight,Unknown,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40573,Serious,2,1,24/6/2005,Friday,21:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Rain,Wet,None,None,2,1,Driver,M,11,Serious,Not pedestrian,None,None,1,Bicycle,Waiting to/Turning left,N,No,N,N,N,Unknown,M,48,NA,NA,NA
200501EO40573,Serious,2,1,24/6/2005,Friday,21:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Rain,Wet,None,None,2,1,Driver,M,11,Serious,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,11,NA,NA,NA
200501EO40574,Slight,2,1,15/6/2005,Wednesday,9:15,Single motorway,30,Private entrance,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,35,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,52,1596,Petrol,3
200501EO40574,Slight,2,1,15/6/2005,Wednesday,9:15,Single motorway,30,Private entrance,Give-way sign,No physical crossing facility,Daylight,Rain,Wet,None,None,2,1,Driver,M,35,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,35,NA,NA,NA
200501EO40576,Slight,1,1,26/6/2005,Sunday,19:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,14,Slight,Unknown,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501EO40577,Serious,1,1,26/6/2005,Sunday,23:56,Single motorway,30,Not at junction,NA,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,M,14,Serious,Elsewhere,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,32,1360,Petrol,NA
200501EO40578,Slight,2,1,16/6/2005,Thursday,18:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,-1,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,58,NA,NA,NA
200501EO40578,Slight,2,1,16/6/2005,Thursday,18:40,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,-1,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,-1,NA,NA,NA
200501EO40579,Slight,1,1,25/6/2005,Saturday,22:40,One way street,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,F,23,Slight,Crossing on facility,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,19,NA,NA,NA
200501EO40581,Slight,1,1,30/5/2005,Monday,23:10,Single motorway,30,T-junction,Give-way sign,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,M,25,Slight,Crossing within 50m of facility,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,55,2664,Heavy oil,6
200501EO40583,Slight,2,1,10/6/2005,Friday,10:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,23,Slight,Not pedestrian,None,None,1,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,23,NA,NA,NA
200501EO40583,Slight,2,1,10/6/2005,Friday,10:45,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,23,Slight,Not pedestrian,None,None,2,Bus/Coach,Going ahead,N,No,N,N,N,Unknown,M,39,7300,Heavy oil,NA
200501EO40584,Slight,2,1,14/6/2005,Tuesday,16:40,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,29,1370,Petrol,9
200501EO40584,Slight,2,1,14/6/2005,Tuesday,16:40,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,26,499,Petrol,8
200501EO40585,Slight,2,1,21/6/2005,Tuesday,7:20,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,30,NA,NA,NA
200501EO40585,Slight,2,1,21/6/2005,Tuesday,7:20,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
